"Name","Rank","Number.of.Births","Gender","Year"
"Armandas",534,5,"Boy","2013"
"Aryan",534,5,"Boy","2013"
"Fergus",534,5,"Boy","2013"
"Hassan",534,5,"Boy","2013"
"Kaleb",534,5,"Boy","2013"
"Blaine",534,5,"Boy","2013"
"Cael",534,5,"Boy","2013"
"Ernest",534,5,"Boy","2013"
"Kevinas",534,5,"Boy","2013"
"Khalid",534,5,"Boy","2013"
"Lachlan",534,5,"Boy","2013"
"Lincoln",534,5,"Boy","2013"
"Maitiu",534,5,"Boy","2013"
"Manus",534,5,"Boy","2013"
"Ralph",534,5,"Boy","2013"
"Tommie",534,5,"Boy","2013"
"Walter",534,5,"Boy","2013"
"Alec",534,5,"Boy","2013"
"Alistair",534,5,"Boy","2013"
"Geoff",534,5,"Boy","2013"
"Abraham",534,5,"Boy","2013"
"Ayden",534,5,"Boy","2013"
"Bence",534,5,"Boy","2013"
"Carson",534,5,"Boy","2013"
"Casper",534,5,"Boy","2013"
"Darach",534,5,"Boy","2013"
"Domas",534,5,"Boy","2013"
"Douglas",534,5,"Boy","2013"
"Edmond",534,5,"Boy","2013"
"Ely",534,5,"Boy","2013"
"Fletcher",534,5,"Boy","2013"
"Gustas",534,5,"Boy","2013"
"Heath",534,5,"Boy","2013"
"Hudson",534,5,"Boy","2013"
"Jenson",534,5,"Boy","2013"
"Jokubas",534,5,"Boy","2013"
"Kayne",534,5,"Boy","2013"
"Korey",534,5,"Boy","2013"
"Manuel",534,5,"Boy","2013"
"Matej",534,5,"Boy","2013"
"Mayson",534,5,"Boy","2013"
"Noe",534,5,"Boy","2013"
"Ray",534,5,"Boy","2013"
"Stanley",534,5,"Boy","2013"
"Tj",534,5,"Boy","2013"
"Zain",534,5,"Boy","2013"
"Zayn",534,5,"Boy","2013"
"Roland",534,5,"Boy","2013"
"Ammar",534,5,"Boy","2013"
"Enda",605,4,"Boy","2013"
"Shayne",605,4,"Boy","2013"
"Desmond",605,4,"Boy","2013"
"Kenneth",605,4,"Boy","2013"
"Fionan",605,4,"Boy","2013"
"Jeremy",605,4,"Boy","2013"
"Briain",605,4,"Boy","2013"
"Leigh",605,4,"Boy","2013"
"Pauric",605,4,"Boy","2013"
"Turlough",605,4,"Boy","2013"
"Edwin",605,4,"Boy","2013"
"Hamza",605,4,"Boy","2013"
"Lukasz",605,4,"Boy","2013"
"Eugene",605,4,"Boy","2013"
"Finian",605,4,"Boy","2013"
"Marcos",605,4,"Boy","2013"
"Pedro",605,4,"Boy","2013"
"Rokas",605,4,"Boy","2013"
"Larry",605,4,"Boy","2013"
"Se",605,4,"Boy","2013"
"Cal",605,4,"Boy","2013"
"Carlos",605,4,"Boy","2013"
"Colum",605,4,"Boy","2013"
"Drew",605,4,"Boy","2013"
"Kaden",605,4,"Boy","2013"
"Kristers",605,4,"Boy","2013"
"Luan",605,4,"Boy","2013"
"Sami",605,4,"Boy","2013"
"Thady",605,4,"Boy","2013"
"Aedan",605,4,"Boy","2013"
"Aleks",605,4,"Boy","2013"
"Amir",605,4,"Boy","2013"
"Dwayne",605,4,"Boy","2013"
"Emils",605,4,"Boy","2013"
"Erikas",605,4,"Boy","2013"
"Finbarr",605,4,"Boy","2013"
"Fred",605,4,"Boy","2013"
"Jaiden",605,4,"Boy","2013"
"Kristian",605,4,"Boy","2013"
"Lawrence",605,4,"Boy","2013"
"Norbert",605,4,"Boy","2013"
"Phelim",605,4,"Boy","2013"
"Rioghan",605,4,"Boy","2013"
"Angelo",605,4,"Boy","2013"
"Chulainn",605,4,"Boy","2013"
"Dallan",605,4,"Boy","2013"
"Ellis",605,4,"Boy","2013"
"Freddy",605,4,"Boy","2013"
"Guy",605,4,"Boy","2013"
"Kade",605,4,"Boy","2013"
"Arman",605,4,"Boy","2013"
"Arminas",605,4,"Boy","2013"
"Cianan",605,4,"Boy","2013"
"Domantas",605,4,"Boy","2013"
"Eimantas",605,4,"Boy","2013"
"Elvis",605,4,"Boy","2013"
"Erick",605,4,"Boy","2013"
"Issac",605,4,"Boy","2013"
"Ailbe",605,4,"Boy","2013"
"Andi",605,4,"Boy","2013"
"Armani",605,4,"Boy","2013"
"Ashley",605,4,"Boy","2013"
"Aston",605,4,"Boy","2013"
"Bobbie",605,4,"Boy","2013"
"Cailan",605,4,"Boy","2013"
"Davi",605,4,"Boy","2013"
"Davy",605,4,"Boy","2013"
"Eibhear",605,4,"Boy","2013"
"Evanas",605,4,"Boy","2013"
"Feliks",605,4,"Boy","2013"
"Francie",605,4,"Boy","2013"
"Grzegorz",605,4,"Boy","2013"
"Hari",605,4,"Boy","2013"
"Hughie",605,4,"Boy","2013"
"Iollan",605,4,"Boy","2013"
"Jai",605,4,"Boy","2013"
"Jensen",605,4,"Boy","2013"
"Kael",605,4,"Boy","2013"
"Kasper",605,4,"Boy","2013"
"Kristupas",605,4,"Boy","2013"
"Layton",605,4,"Boy","2013"
"Leeroy",605,4,"Boy","2013"
"Levente",605,4,"Boy","2013"
"Leyton",605,4,"Boy","2013"
"Lucian",605,4,"Boy","2013"
"Maddox",605,4,"Boy","2013"
"Mannix",605,4,"Boy","2013"
"Markas",605,4,"Boy","2013"
"Mihail",605,4,"Boy","2013"
"Mikhail",605,4,"Boy","2013"
"Moise",605,4,"Boy","2013"
"Rafal",605,4,"Boy","2013"
"Rionn",605,4,"Boy","2013"
"Rodrigo",605,4,"Boy","2013"
"Romeo",605,4,"Boy","2013"
"Seanie",605,4,"Boy","2013"
"Sebastien",605,4,"Boy","2013"
"Sonnie",605,4,"Boy","2013"
"Sorin",605,4,"Boy","2013"
"Tobiasz",605,4,"Boy","2013"
"Umar",605,4,"Boy","2013"
"Yannis",605,4,"Boy","2013"
"Yousef",605,4,"Boy","2013"
"Zakaria",605,4,"Boy","2013"
"Daniil",605,4,"Boy","2013"
"Ignacy",605,4,"Boy","2013"
"Prince",711,3,"Boy","2013"
"Ruaidhri",711,3,"Boy","2013"
"Zachariah",711,3,"Boy","2013"
"Alexandre",711,3,"Boy","2013"
"Johnathan",711,3,"Boy","2013"
"Bartlomiej",711,3,"Boy","2013"
"Charley",711,3,"Boy","2013"
"Jeffrey",711,3,"Boy","2013"
"Keane",711,3,"Boy","2013"
"Kenzie",711,3,"Boy","2013"
"Terry",711,3,"Boy","2013"
"Ajay",711,3,"Boy","2013"
"Art",711,3,"Boy","2013"
"Clinton",711,3,"Boy","2013"
"Damon",711,3,"Boy","2013"
"Daniels",711,3,"Boy","2013"
"Edmund",711,3,"Boy","2013"
"Enoch",711,3,"Boy","2013"
"Allan",711,3,"Boy","2013"
"Brady",711,3,"Boy","2013"
"Christy",711,3,"Boy","2013"
"Jarlath",711,3,"Boy","2013"
"Jayson",711,3,"Boy","2013"
"Kylan",711,3,"Boy","2013"
"Lennox",711,3,"Boy","2013"
"Luis",711,3,"Boy","2013"
"Martynas",711,3,"Boy","2013"
"Muhammed",711,3,"Boy","2013"
"Nick",711,3,"Boy","2013"
"Pranav",711,3,"Boy","2013"
"Quinn",711,3,"Boy","2013"
"Roberto",711,3,"Boy","2013"
"Taidgh",711,3,"Boy","2013"
"Viktor",711,3,"Boy","2013"
"Aodan",711,3,"Boy","2013"
"Blazej",711,3,"Boy","2013"
"Emanuel",711,3,"Boy","2013"
"Francesco",711,3,"Boy","2013"
"John Paul",711,3,"Boy","2013"
"Juan",711,3,"Boy","2013"
"Keagan",711,3,"Boy","2013"
"Khalil",711,3,"Boy","2013"
"Kurt",711,3,"Boy","2013"
"Micah",711,3,"Boy","2013"
"Sammy",711,3,"Boy","2013"
"Tiago",711,3,"Boy","2013"
"Adrians",711,3,"Boy","2013"
"Alejandro",711,3,"Boy","2013"
"Amos",711,3,"Boy","2013"
"Blaise",711,3,"Boy","2013"
"Cailean",711,3,"Boy","2013"
"Camden",711,3,"Boy","2013"
"Connell",711,3,"Boy","2013"
"Danann",711,3,"Boy","2013"
"Dawson",711,3,"Boy","2013"
"Deivid",711,3,"Boy","2013"
"Elisei",711,3,"Boy","2013"
"Enrique",711,3,"Boy","2013"
"Ezekiel",711,3,"Boy","2013"
"Faustas",711,3,"Boy","2013"
"Graeme",711,3,"Boy","2013"
"Ilya",711,3,"Boy","2013"
"Aaran",711,3,"Boy","2013"
"Aarav",711,3,"Boy","2013"
"Aaryan",711,3,"Boy","2013"
"Abdirahman",711,3,"Boy","2013"
"Abdulrahman",711,3,"Boy","2013"
"Adas",711,3,"Boy","2013"
"Aden",711,3,"Boy","2013"
"Adomas",711,3,"Boy","2013"
"Adrianas",711,3,"Boy","2013"
"Aengus",711,3,"Boy","2013"
"Aleksandrs",711,3,"Boy","2013"
"Alessio",711,3,"Boy","2013"
"Alexey",711,3,"Boy","2013"
"Andres",711,3,"Boy","2013"
"Anish",711,3,"Boy","2013"
"Arjun",711,3,"Boy","2013"
"Armin",711,3,"Boy","2013"
"Artem",711,3,"Boy","2013"
"Artyom",711,3,"Boy","2013"
"Asa",711,3,"Boy","2013"
"Ayan",711,3,"Boy","2013"
"Bodhi",711,3,"Boy","2013"
"Boris",711,3,"Boy","2013"
"Bowie",711,3,"Boy","2013"
"Brax",711,3,"Boy","2013"
"Canice",711,3,"Boy","2013"
"Caomhan",711,3,"Boy","2013"
"Cassian",711,3,"Boy","2013"
"Chase",711,3,"Boy","2013"
"Che",711,3,"Boy","2013"
"Coby",711,3,"Boy","2013"
"Colton",711,3,"Boy","2013"
"Cuinn",711,3,"Boy","2013"
"Eason",711,3,"Boy","2013"
"Eduardo",711,3,"Boy","2013"
"Edvinas",711,3,"Boy","2013"
"Etienne",711,3,"Boy","2013"
"Franek",711,3,"Boy","2013"
"Geoffrey",711,3,"Boy","2013"
"Giacomo",711,3,"Boy","2013"
"Haris",711,3,"Boy","2013"
"Harold",711,3,"Boy","2013"
"Hector",711,3,"Boy","2013"
"Hussein",711,3,"Boy","2013"
"Immanuel",711,3,"Boy","2013"
"Jaxson",711,3,"Boy","2013"
"Jaydan",711,3,"Boy","2013"
"Jer",711,3,"Boy","2013"
"Jermaine",711,3,"Boy","2013"
"Juliusz",711,3,"Boy","2013"
"Kacey",711,3,"Boy","2013"
"Kain",711,3,"Boy","2013"
"Kasey",711,3,"Boy","2013"
"Keilan",711,3,"Boy","2013"
"Kellan",711,3,"Boy","2013"
"Koby",711,3,"Boy","2013"
"Kody",711,3,"Boy","2013"
"Konstantin",711,3,"Boy","2013"
"Maison",711,3,"Boy","2013"
"Malcolm",711,3,"Boy","2013"
"Mate",711,3,"Boy","2013"
"Matiss",711,3,"Boy","2013"
"Matthias",711,3,"Boy","2013"
"Matus",711,3,"Boy","2013"
"Mckenzie",711,3,"Boy","2013"
"Miley",711,3,"Boy","2013"
"Mylo",711,3,"Boy","2013"
"Neitas",711,3,"Boy","2013"
"Nelson",711,3,"Boy","2013"
"Oliwer",711,3,"Boy","2013"
"Pat",711,3,"Boy","2013"
"Paudi",711,3,"Boy","2013"
"Radoslaw",711,3,"Boy","2013"
"Rares",711,3,"Boy","2013"
"Reagan",711,3,"Boy","2013"
"Rex",711,3,"Boy","2013"
"Ricco",711,3,"Boy","2013"
"Richie",711,3,"Boy","2013"
"Rogan",711,3,"Boy","2013"
"Rojus",711,3,"Boy","2013"
"Rueben",711,3,"Boy","2013"
"Rufus",711,3,"Boy","2013"
"Rupert",711,3,"Boy","2013"
"Rylan",711,3,"Boy","2013"
"Safwan",711,3,"Boy","2013"
"Samir",711,3,"Boy","2013"
"Sultan",711,3,"Boy","2013"
"Sylwester",711,3,"Boy","2013"
"Tarik",711,3,"Boy","2013"
"Teo",711,3,"Boy","2013"
"Thaddeus",711,3,"Boy","2013"
"Tighe",711,3,"Boy","2013"
"Tomas Og",711,3,"Boy","2013"
"Tommaso",711,3,"Boy","2013"
"Tommy Lee",711,3,"Boy","2013"
"Tommy-Lee",711,3,"Boy","2013"
"Youcef",711,3,"Boy","2013"
"Younes",711,3,"Boy","2013"
"Youssef",711,3,"Boy","2013"
"Zaid",711,3,"Boy","2013"
"Jack",1,786,"Boy","2014"
"James",2,695,"Boy","2014"
"Daniel",3,638,"Boy","2014"
"Conor",4,581,"Boy","2014"
"Sean",5,526,"Boy","2014"
"Adam",6,493,"Boy","2014"
"Luke",7,437,"Boy","2014"
"Noah",8,434,"Boy","2014"
"Harry",9,398,"Boy","2014"
"Charlie",10,389,"Boy","2014"
"Dylan",11,384,"Boy","2014"
"Alex",12,383,"Boy","2014"
"Oisin",13,381,"Boy","2014"
"Michael",14,379,"Boy","2014"
"Liam",15,378,"Boy","2014"
"Ryan",16,373,"Boy","2014"
"Thomas",17,362,"Boy","2014"
"Cian",18,361,"Boy","2014"
"Patrick",19,358,"Boy","2014"
"Cillian",20,350,"Boy","2014"
"Darragh",21,347,"Boy","2014"
"Jamie",22,328,"Boy","2014"
"David",23,306,"Boy","2014"
"Aaron",24,303,"Boy","2014"
"John",25,293,"Boy","2014"
"Fionn",26,270,"Boy","2014"
"Jake",27,263,"Boy","2014"
"Matthew",28,260,"Boy","2014"
"Nathan",29,255,"Boy","2014"
"Ben",30,252,"Boy","2014"
"Ethan",31,234,"Boy","2014"
"Evan",32,224,"Boy","2014"
"Finn",32,224,"Boy","2014"
"Kyle",34,222,"Boy","2014"
"Rian",35,215,"Boy","2014"
"Callum",36,214,"Boy","2014"
"Alexander",37,211,"Boy","2014"
"Joshua",38,203,"Boy","2014"
"Max",39,201,"Boy","2014"
"Oliver",40,199,"Boy","2014"
"Joseph",41,197,"Boy","2014"
"Sam",42,195,"Boy","2014"
"Samuel",43,193,"Boy","2014"
"Mason",44,187,"Boy","2014"
"Tom",45,185,"Boy","2014"
"Eoin",46,179,"Boy","2014"
"Oscar",46,179,"Boy","2014"
"Tadhg",48,177,"Boy","2014"
"Jacob",49,170,"Boy","2014"
"William",50,165,"Boy","2014"
"Aidan",51,159,"Boy","2014"
"Robert",52,154,"Boy","2014"
"Jayden",53,153,"Boy","2014"
"Leon",54,152,"Boy","2014"
"Bobby",54,152,"Boy","2014"
"Eoghan",56,142,"Boy","2014"
"Leo",56,142,"Boy","2014"
"Shane",58,141,"Boy","2014"
"Alfie",58,141,"Boy","2014"
"Senan",60,140,"Boy","2014"
"Ciaran",61,137,"Boy","2014"
"Andrew",61,137,"Boy","2014"
"Benjamin",63,134,"Boy","2014"
"Ronan",64,131,"Boy","2014"
"Mark",65,129,"Boy","2014"
"Rory",66,124,"Boy","2014"
"Odhran",66,124,"Boy","2014"
"Scott",68,122,"Boy","2014"
"Cathal",69,121,"Boy","2014"
"Tommy",69,121,"Boy","2014"
"Logan",71,115,"Boy","2014"
"Christopher",72,114,"Boy","2014"
"Kai",73,111,"Boy","2014"
"Lucas",74,110,"Boy","2014"
"Tyler",75,103,"Boy","2014"
"Cormac",76,102,"Boy","2014"
"Peter",77,101,"Boy","2014"
"Isaac",77,101,"Boy","2014"
"Danny",79,100,"Boy","2014"
"Killian",80,99,"Boy","2014"
"Dara",80,99,"Boy","2014"
"Kevin",82,98,"Boy","2014"
"Shay",83,97,"Boy","2014"
"Josh",84,94,"Boy","2014"
"Jakub",84,94,"Boy","2014"
"Donnacha",86,92,"Boy","2014"
"Sebastian",87,91,"Boy","2014"
"Ollie",87,91,"Boy","2014"
"Anthony",89,89,"Boy","2014"
"Tomas",90,86,"Boy","2014"
"Niall",91,85,"Boy","2014"
"Henry",91,85,"Boy","2014"
"Ruairi",93,84,"Boy","2014"
"Alan",94,82,"Boy","2014"
"Martin",95,81,"Boy","2014"
"Billy",95,81,"Boy","2014"
"Rhys",97,80,"Boy","2014"
"Hugo",97,80,"Boy","2014"
"Luca",99,78,"Boy","2014"
"Oran",100,76,"Boy","2014"
"Lorcan",100,76,"Boy","2014"
"Daithi",102,74,"Boy","2014"
"Jason",103,72,"Boy","2014"
"Kian",103,72,"Boy","2014"
"George",103,72,"Boy","2014"
"Edward",106,71,"Boy","2014"
"Hugh",106,71,"Boy","2014"
"Kayden",106,71,"Boy","2014"
"Brian",109,70,"Boy","2014"
"Muhammad",110,68,"Boy","2014"
"Filip",111,67,"Boy","2014"
"Louis",112,65,"Boy","2014"
"Zach",112,65,"Boy","2014"
"Daire",114,64,"Boy","2014"
"Blake",114,64,"Boy","2014"
"Joey",114,64,"Boy","2014"
"Ross",117,63,"Boy","2014"
"Kacper",117,63,"Boy","2014"
"Riley",119,60,"Boy","2014"
"Stephen",120,59,"Boy","2014"
"Brody",121,58,"Boy","2014"
"Antoni",122,57,"Boy","2014"
"Charles",123,56,"Boy","2014"
"Theo",123,56,"Boy","2014"
"Padraig",125,55,"Boy","2014"
"Paul",126,54,"Boy","2014"
"Lewis",127,52,"Boy","2014"
"Eli",127,52,"Boy","2014"
"Cameron",129,50,"Boy","2014"
"Cody",129,50,"Boy","2014"
"Adrian",129,50,"Boy","2014"
"Colm",132,48,"Boy","2014"
"Conall",132,48,"Boy","2014"
"Harrison",132,48,"Boy","2014"
"Archie",132,48,"Boy","2014"
"Gavin",136,47,"Boy","2014"
"Eric",136,47,"Boy","2014"
"Nicholas",136,47,"Boy","2014"
"Seamus",136,47,"Boy","2014"
"Joe",136,47,"Boy","2014"
"Reuben",136,47,"Boy","2014"
"Dominik",136,47,"Boy","2014"
"Arthur",136,47,"Boy","2014"
"Jonathan",144,46,"Boy","2014"
"Tristan",144,46,"Boy","2014"
"Corey",144,46,"Boy","2014"
"Philip",147,45,"Boy","2014"
"Richard",148,44,"Boy","2014"
"Denis",148,44,"Boy","2014"
"Marcel",148,44,"Boy","2014"
"Christian",151,43,"Boy","2014"
"Brandon",151,43,"Boy","2014"
"Micheal",151,43,"Boy","2014"
"Zack",151,43,"Boy","2014"
"Freddie",151,43,"Boy","2014"
"Frankie",151,43,"Boy","2014"
"Lee",157,42,"Boy","2014"
"Dean",157,42,"Boy","2014"
"Calvin",157,42,"Boy","2014"
"Flynn",157,42,"Boy","2014"
"Tiernan",161,41,"Boy","2014"
"Gabriel",161,41,"Boy","2014"
"Zachary",161,41,"Boy","2014"
"Gerard",164,40,"Boy","2014"
"Caleb",164,40,"Boy","2014"
"Jan",164,40,"Boy","2014"
"Leighton",164,40,"Boy","2014"
"Darren",168,38,"Boy","2014"
"Bradley",168,38,"Boy","2014"
"Harvey",168,38,"Boy","2014"
"Diarmuid",171,37,"Boy","2014"
"Szymon",171,37,"Boy","2014"
"Aodhan",171,37,"Boy","2014"
"Rowan",174,36,"Boy","2014"
"Reece",175,35,"Boy","2014"
"Keelan",175,35,"Boy","2014"
"Jay",175,35,"Boy","2014"
"Marcus",175,35,"Boy","2014"
"Timothy",175,35,"Boy","2014"
"Milo",175,35,"Boy","2014"
"Tadgh",181,33,"Boy","2014"
"Harley",181,33,"Boy","2014"
"Kaiden",181,33,"Boy","2014"
"Simon",184,32,"Boy","2014"
"Paddy",184,32,"Boy","2014"
"Caolan",184,32,"Boy","2014"
"Eanna",184,32,"Boy","2014"
"Fiachra",184,32,"Boy","2014"
"Elliott",184,32,"Boy","2014"
"Calum",190,31,"Boy","2014"
"Jordan",190,31,"Boy","2014"
"Lukas",190,31,"Boy","2014"
"Kieran",193,30,"Boy","2014"
"Patryk",193,30,"Boy","2014"
"Dillon",193,30,"Boy","2014"
"Mateusz",193,30,"Boy","2014"
"Donal",193,30,"Boy","2014"
"Jude",193,30,"Boy","2014"
"Elliot",193,30,"Boy","2014"
"Maksymilian",193,30,"Boy","2014"
"Elijah",193,30,"Boy","2014"
"Aleksander",193,30,"Boy","2014"
"Connor",203,29,"Boy","2014"
"Shea",203,29,"Boy","2014"
"Julian",203,29,"Boy","2014"
"Carter",203,29,"Boy","2014"
"Iarlaith",203,29,"Boy","2014"
"Dawid",208,28,"Boy","2014"
"Oskar",208,28,"Boy","2014"
"Mikolaj",208,28,"Boy","2014"
"Jesse",208,28,"Boy","2014"
"Toby",208,28,"Boy","2014"
"Dominic",208,28,"Boy","2014"
"Franciszek",208,28,"Boy","2014"
"Brendan",215,27,"Boy","2014"
"Zac",215,27,"Boy","2014"
"Dan",215,27,"Boy","2014"
"Louie",215,27,"Boy","2014"
"Olly",215,27,"Boy","2014"
"Daragh",220,26,"Boy","2014"
"Colin",220,26,"Boy","2014"
"Gearoid",220,26,"Boy","2014"
"Donagh",220,26,"Boy","2014"
"Maximilian",220,26,"Boy","2014"
"Iarla",220,26,"Boy","2014"
"Lennon",226,25,"Boy","2014"
"Jonah",226,25,"Boy","2014"
"Ruben",226,25,"Boy","2014"
"Natan",226,25,"Boy","2014"
"Theodore",226,25,"Boy","2014"
"Olivier",231,24,"Boy","2014"
"Johnny",231,24,"Boy","2014"
"Robbie",231,24,"Boy","2014"
"Sonny",231,24,"Boy","2014"
"Jackson",231,24,"Boy","2014"
"Caiden",231,24,"Boy","2014"
"Owen",237,23,"Boy","2014"
"Declan",237,23,"Boy","2014"
"Morgan",237,23,"Boy","2014"
"Matas",237,23,"Boy","2014"
"Ruadhan",237,23,"Boy","2014"
"Francis",237,23,"Boy","2014"
"Will",237,23,"Boy","2014"
"Aiden",237,23,"Boy","2014"
"Damian",237,23,"Boy","2014"
"Michal",246,22,"Boy","2014"
"Nicolas",246,22,"Boy","2014"
"Devin",246,22,"Boy","2014"
"Ted",246,22,"Boy","2014"
"Fabian",246,22,"Boy","2014"
"Casey",246,22,"Boy","2014"
"Hayden",252,21,"Boy","2014"
"Igor",252,21,"Boy","2014"
"Cooper",252,21,"Boy","2014"
"Ewan",255,20,"Boy","2014"
"Victor",255,20,"Boy","2014"
"Robin",255,20,"Boy","2014"
"Cayden",255,20,"Boy","2014"
"Steven",259,19,"Boy","2014"
"Ivan",259,19,"Boy","2014"
"Mikey",259,19,"Boy","2014"
"Davin",259,19,"Boy","2014"
"Oliwier",259,19,"Boy","2014"
"Milan",259,19,"Boy","2014"
"Tymon",259,19,"Boy","2014"
"Parker",259,19,"Boy","2014"
"Barry",267,18,"Boy","2014"
"Donncha",267,18,"Boy","2014"
"Noel",267,18,"Boy","2014"
"Conn",267,18,"Boy","2014"
"Padraic",267,18,"Boy","2014"
"Frank",267,18,"Boy","2014"
"Nikodem",267,18,"Boy","2014"
"Austin",267,18,"Boy","2014"
"Aron",267,18,"Boy","2014"
"Cuan",267,18,"Boy","2014"
"Hubert",267,18,"Boy","2014"
"Malachy",267,18,"Boy","2014"
"Paidi",267,18,"Boy","2014"
"Riain",280,17,"Boy","2014"
"Vincent",280,17,"Boy","2014"
"Bartosz",280,17,"Boy","2014"
"Felix",280,17,"Boy","2014"
"Myles",280,17,"Boy","2014"
"Caelan",280,17,"Boy","2014"
"Craig",286,16,"Boy","2014"
"Shaun",286,16,"Boy","2014"
"Euan",286,16,"Boy","2014"
"Bailey",286,16,"Boy","2014"
"Conan",286,16,"Boy","2014"
"Roan",286,16,"Boy","2014"
"Mohammed",286,16,"Boy","2014"
"Warren",286,16,"Boy","2014"
"Kealan",286,16,"Boy","2014"
"Erik",286,16,"Boy","2014"
"Albert",286,16,"Boy","2014"
"Sean Og",286,16,"Boy","2014"
"Levi",286,16,"Boy","2014"
"Matteo",286,16,"Boy","2014"
"Dexter",286,16,"Boy","2014"
"Jace",286,16,"Boy","2014"
"Marc",302,15,"Boy","2014"
"Bryan",302,15,"Boy","2014"
"Emmet",302,15,"Boy","2014"
"Ian",302,15,"Boy","2014"
"Neil",302,15,"Boy","2014"
"Pearse",302,15,"Boy","2014"
"Ali",302,15,"Boy","2014"
"Ashton",302,15,"Boy","2014"
"Donnchadh",302,15,"Boy","2014"
"Jaden",302,15,"Boy","2014"
"Jimmy",302,15,"Boy","2014"
"Milosz",302,15,"Boy","2014"
"Karl",314,14,"Boy","2014"
"Eamon",314,14,"Boy","2014"
"Joel",314,14,"Boy","2014"
"Lochlann",314,14,"Boy","2014"
"Rocco",314,14,"Boy","2014"
"Karol",314,14,"Boy","2014"
"Callan",314,14,"Boy","2014"
"Borys",314,14,"Boy","2014"
"Hunter",314,14,"Boy","2014"
"Braxton",314,14,"Boy","2014"
"Carson",314,14,"Boy","2014"
"Justin",325,13,"Boy","2014"
"Bernard",325,13,"Boy","2014"
"Emmanuel",325,13,"Boy","2014"
"Mohammad",325,13,"Boy","2014"
"Conal",325,13,"Boy","2014"
"Brooklyn",325,13,"Boy","2014"
"Ahmed",325,13,"Boy","2014"
"Alexandru",325,13,"Boy","2014"
"Mohamed",325,13,"Boy","2014"
"Wiktor",325,13,"Boy","2014"
"Jeremy",325,13,"Boy","2014"
"Cole",325,13,"Boy","2014"
"Krystian",325,13,"Boy","2014"
"Leonardo",325,13,"Boy","2014"
"Nathaniel",325,13,"Boy","2014"
"Nojus",325,13,"Boy","2014"
"Daryl",325,13,"Boy","2014"
"Tomasz",325,13,"Boy","2014"
"Xavier",325,13,"Boy","2014"
"Kaylum",325,13,"Boy","2014"
"Ruan",325,13,"Boy","2014"
"Ezra",325,13,"Boy","2014"
"Keith",347,12,"Boy","2014"
"Tiarnan",347,12,"Boy","2014"
"Troy",347,12,"Boy","2014"
"Pawel",347,12,"Boy","2014"
"Laurence",347,12,"Boy","2014"
"Ibrahim",347,12,"Boy","2014"
"Abel",347,12,"Boy","2014"
"Benas",347,12,"Boy","2014"
"Peadar",347,12,"Boy","2014"
"Maximus",347,12,"Boy","2014"
"Elias",347,12,"Boy","2014"
"Viktor",347,12,"Boy","2014"
"Alfred",347,12,"Boy","2014"
"Emmett",347,12,"Boy","2014"
"Jasper",347,12,"Boy","2014"
"Jaxon",347,12,"Boy","2014"
"Mateo",347,12,"Boy","2014"
"Damien",364,11,"Boy","2014"
"Aran",364,11,"Boy","2014"
"Maciej",364,11,"Boy","2014"
"Stefan",364,11,"Boy","2014"
"Marco",364,11,"Boy","2014"
"Bill",364,11,"Boy","2014"
"Kajus",364,11,"Boy","2014"
"Abdullah",364,11,"Boy","2014"
"Tobias",364,11,"Boy","2014"
"Rayan",364,11,"Boy","2014"
"Caden",364,11,"Boy","2014"
"Cullen",364,11,"Boy","2014"
"Ellis",364,11,"Boy","2014"
"Matei",364,11,"Boy","2014"
"Arlo",364,11,"Boy","2014"
"Brogan",364,11,"Boy","2014"
"Jaxson",364,11,"Boy","2014"
"Teddy",364,11,"Boy","2014"
"Glen",382,10,"Boy","2014"
"Naoise",382,10,"Boy","2014"
"Roy",382,10,"Boy","2014"
"Ultan",382,10,"Boy","2014"
"Andrei",382,10,"Boy","2014"
"Jim",382,10,"Boy","2014"
"Maksim",382,10,"Boy","2014"
"Eddie",382,10,"Boy","2014"
"Gareth",382,10,"Boy","2014"
"Piotr",382,10,"Boy","2014"
"Stanislaw",382,10,"Boy","2014"
"Eryk",382,10,"Boy","2014"
"Jonas",382,10,"Boy","2014"
"Olaf",382,10,"Boy","2014"
"Amir",382,10,"Boy","2014"
"Rafael",382,10,"Boy","2014"
"Raul",382,10,"Boy","2014"
"Seth",382,10,"Boy","2014"
"Tymoteusz",382,10,"Boy","2014"
"Dawson",382,10,"Boy","2014"
"Bogdan",382,10,"Boy","2014"
"Gary",403,9,"Boy","2014"
"Pierce",403,9,"Boy","2014"
"Raymond",403,9,"Boy","2014"
"Tony",403,9,"Boy","2014"
"Zak",403,9,"Boy","2014"
"Nikita",403,9,"Boy","2014"
"Fionnan",403,9,"Boy","2014"
"Rossa",403,9,"Boy","2014"
"Andy",403,9,"Boy","2014"
"Kuba",403,9,"Boy","2014"
"Wojciech",403,9,"Boy","2014"
"Beau",403,9,"Boy","2014"
"Dominykas",403,9,"Boy","2014"
"Aedan",403,9,"Boy","2014"
"Kallum",403,9,"Boy","2014"
"Nataniel",403,9,"Boy","2014"
"Kyron",403,9,"Boy","2014"
"Tommie",403,9,"Boy","2014"
"Barra",403,9,"Boy","2014"
"Darryl",403,9,"Boy","2014"
"Domas",403,9,"Boy","2014"
"Omar",403,9,"Boy","2014"
"Jayce",403,9,"Boy","2014"
